"UNITID","ADM_RATE","HIGHDEG","PREDDEG","WOMENONLY","UGDS","UGDS_WOMEN","SATMT25","SATMT75","SATMTMID","PCIP42","PCIP45","PCIP26","PCIP11","PCIP29","PCIP41","PCIP40","PCIP27","PCIP14","PCIP15","WOMEN_TOTAL","ENG_DEG_PCNT","MATH_DEG_PCNT","SCIENCE_DEG_PCNT","TECH_DEG_PCNT","STEM_DEG_PCNT","STEM_DEG_TOTAL","STEM_DEG_WOMEN","MN_EARN_WNE_MALE0_P6","COUNT_WNE_MALE0_P6"
"151306",0.7134,"4",3,0,8233,0.6031,567,550,500,0.0499,0.0422,0.0297,0.019,0,0,0.0059,0.0095,0.0244,0.0077,4965,0.0321,0.0095,0.1277,0.019,0.1883,1550,775,28800,1643
"151324",0.8254,"4",3,0,10497,0.5381,510,510,455,0.0379,0.1118,0.0148,0.0321,0,0,0.0154,0.0135,0,0.0623,5648,0.0623,0.0135,0.1799,0.0321,0.2878,3021,1510,29400,1277
"151333",0.6726,"4",3,0,2724,0.678,528,520,470,0.0544,0.0155,0.0097,0.0214,0,0,0,0.0117,0,0,1847,0,0.0117,0.0796,0.0214,0.1127,307,154,32100,541
"151342",0.7333,"4",3,0,5398,0.6145,528,520,470,0.0575,0.0621,0.0333,0.0391,0,0,0.0115,0.0011,0,0,3317,0,0.0011,0.1644,0.0391,0.2046,1104,552,26800,994
"151351",0.7609,"4",3,0,32252,0.5014,650,660,600,0.0478,0.087,0.0783,0.0389,0,0,0.0133,0.0155,0,4e-04,16171,4e-04,0.0155,0.2264,0.0389,0.2812,9069,4534,36400,3458
"151360",0.7678,"4",3,0,4370,0.6856,510,510,455,0.0582,0.0299,0.0179,0.0209,0,0,0.0149,0.0075,0,0,2996,0,0.0075,0.1209,0.0209,0.1493,652,326,29400,746
"151379",0.8032,"4",3,0,5476,0.5855,528,520,470,0.0793,0.0407,0.0282,0.0418,0,0,0.0209,0.0084,0,0,3206,0,0.0084,0.1691,0.0418,0.2193,1201,600,29300,796
"151388",0.6376,"4",3,0,3200,0.6478,528,520,470,0.0628,0.0054,0.0215,0.0108,0,0,0,0.0072,0,0,2073,0,0.0072,0.0897,0.0108,0.1077,345,172,27100,418
"151777",0.7428,"4",3,0,1254,0.5175,567,560,505,0.0606,0.0568,0.0265,0.0038,0,0,0.0379,0.0152,0,0,649,0,0.0152,0.1818,0.0038,0.2008,252,126,29200,168
"151786",0.5644,"4",3,0,1999,0.6373,567,560,505,0.0305,0.022,0.0254,0,0,0,0.0034,0.0118,0,0,1274,0,0.0118,0.0813,0,0.0931,186,93,40100,500
"151801",0.9505,"4",3,0,10218,0.6744,573,590,525,0.0106,0.0024,0.005,0.0199,0,0,0.0016,8e-04,0,0,6891,0,8e-04,0.0196,0.0199,0.0403,412,206,43500,2840
"152080",0.2114,"4",3,0,8427,0.4775,745,770,725,0.0465,0.1382,0.0603,0.0209,0,0,0.0214,0.0199,0.1277,0,4024,0.1277,0.0199,0.2664,0.0209,0.4349,3665,1832,53200,570
"152099",0.5504,"4",3,0,616,0.4935,528,530,475,0.0256,0.0154,0.0051,0.0051,0,0,0,0.0051,0,0,304,0,0.0051,0.0461,0.0051,0.0563,35,18,26200,227
"152248",0.5968,"4",3,0,7316,0.5703,545,540,485,0.0222,0.0394,0.0283,0.0272,0,0,0.005,0.0061,0.0421,0.0765,4172,0.1186,0.0061,0.0949,0.0272,0.2468,1806,903,28300,1082
"152266",0.7251,"4",3,0,3231,0.5766,528,530,475,0.0263,0,0.0246,0.0246,0,0,0,0,0.0316,0.1298,1863,0.1614,0,0.0509,0.0246,0.2369,765,382,27500,578
"152318",0.5879,"4",3,0,2208,0.2188,720,740,690,0,0,0.0131,0.061,0,0,0.0392,0.0174,0.8693,0,483,0.8693,0.0174,0.0523,0.061,1,2208,1104,60200,103
"152336",0.9686,"4",3,0,1796,0.701,559,530,485,0.0438,0.0253,0.0461,0,0,0,0.0115,0.0046,0,0,1259,0,0.0046,0.1267,0,0.1313,236,118,35100,475
"152363",0.6641,"4",3,0,1074,0.6043,559,563,502,0.0374,0.0514,0.1168,0.0187,0,0,0.0047,0.014,0,0,649,0,0.014,0.2103,0.0187,0.243,261,130,29000,138
"152530",0.8803,"4",3,0,1855,0.5482,610,630,565,0.0657,0.0446,0.0423,0.0211,0,0,0.0117,0.0117,0.0258,0,1017,0.0258,0.0117,0.1643,0.0211,0.2229,413,206,26700,340
"152567",0.7599,"4",3,0,1654,0.2848,605,600,545,0.0538,0,0.0127,0.038,0,0,0.0285,0.0063,0.3228,0.1013,471,0.4241,0.0063,0.095,0.038,0.5634,932,466,28500,249
"152600",0.8236,"4",3,0,3210,0.5162,610,620,560,0.0514,0.0691,0.0498,0.0096,0,0,0.0659,0.0161,0.1013,0,1657,0.1013,0.0161,0.2362,0.0096,0.3632,1166,583,36600,458
"152992",0.6169,"4",3,0,964,0.5747,567,570,510,0.0606,0.0606,0.0736,0.013,0,0,0.0087,0.013,0,0,554,0,0.013,0.2035,0.013,0.2295,221,110,32800,280
"153001",0.6789,"4",3,0,1892,0.6385,559,515,478,0.1402,0.0015,0.0274,0.0137,0,0,0.0046,0.003,0,0,1208,0,0.003,0.1737,0.0137,0.1904,360,180,31100,909
"153108",0.689,"3",3,0,1333,0.5109,563,565,505,0.0492,0.1115,0.1016,0.0164,0,0,0.023,0.0262,0,0,681,0,0.0262,0.2853,0.0164,0.3279,437,218,33300,307
"153126",0.7049,"4",3,0,933,0.686,594,540,509,0.122,0,0.0585,0.0439,0,0,0.0049,0.0146,0,0,640,0,0.0146,0.1854,0.0439,0.2439,228,114,38500,284
"153144",0.553,"4",3,0,1363,0.5613,645,630,580,0.0954,0.0707,0.0883,0.0141,0,0,0.053,0.0353,0,0,765,0,0.0353,0.3074,0.0141,0.3568,486,243,34500,231
"153162",0.7363,"3",3,0,1082,0.5333,633,650,585,0.1027,0.1787,0.1103,0.019,0,0,0.057,0.019,0,0,577,0,0.019,0.4487,0.019,0.4867,527,264,28300,164
"153250",0.7299,"4",3,0,1343,0.4512,595,610,545,0.0307,0.0061,0.0368,0.0123,0,0,0.0031,0,0.0798,0,606,0.0798,0,0.0767,0.0123,0.1688,227,114,30500,210
"153269",0.6926,"4",3,0,3290,0.5666,645,670,600,0.0356,0.0724,0.0831,0.0214,0,0,0.0202,0.0083,0,0,1864,0,0.0083,0.2113,0.0214,0.241,793,396,43500,537
"153278",0.7788,"4",3,0,1764,0.4218,505,490,440,0.0783,0.0271,0.0392,0.0633,0,0,0,0,0,0,744,0,0,0.1446,0.0633,0.2079,367,184,30800,253
"153320",0.6733,"4",3,0,232,0.5474,505,560,475,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,20800,74
"153366",0.4984,"4",3,0,1415,0.5413,493,490,435,0.0255,0.0032,0.0223,0.0127,0,0,0.0032,0.0096,0,0,766,0,0.0096,0.0542,0.0127,0.0765,108,54,33300,324
"153375",0.987,"4",3,0,1977,0.5579,528,550,485,0.0505,0.0101,0.0505,0.0323,0,0,0,0.0121,0,0,1103,0,0.0121,0.1111,0.0323,0.1555,307,154,33900,526
"153384",0.2801,"3",3,0,1670,0.5515,735,760,710,0.1005,0.3207,0.1359,0.0435,0,0,0.0679,0.0245,0,0,921,0,0.0245,0.625,0.0435,0.693,1157,578,28600,111
"153603",0.8691,"4",3,0,28336,0.4343,645,680,605,0.0292,0.0243,0.055,0.0085,0,0,0.013,0.0137,0.2082,0.0078,12306,0.216,0.0137,0.1215,0.0085,0.3597,10192,5096,35000,2634
"153621",0.4107,"3",3,0,473,0.6004,610,540,520,0.0516,0,0.0581,0,0,0,0,0,0,0,284,0,0,0.1097,0,0.1097,52,26,29500,225
"153658",0.8095,"4",3,0,21486,0.5194,650,700,620,0.0602,0.0804,0.0306,0.0158,0,0,0.015,0.0279,0.0706,0,11160,0.0706,0.0279,0.1862,0.0158,0.3005,6457,3228,40800,2847
"153825",0.9513,"4",3,0,1468,0.4775,527,615,517,0.0701,0.0404,0.0863,0.0081,0,0,0.0108,0.0135,0.0162,0,701,0.0162,0.0135,0.2076,0.0081,0.2454,360,180,32700,267
"153834",0.7116,"3",3,0,2326,0.561,620,640,575,0.0583,0.1147,0.1015,0.0282,0,0,0.0226,0.0395,0,0,1305,0,0.0395,0.2971,0.0282,0.3648,849,424,33700,408
"154004",0.5682,"4",3,0,1293,0.5174,573,590,525,0.073,0.0219,0.0985,0.0219,0,0,0.0109,0.0146,0.0036,0,669,0.0036,0.0146,0.2043,0.0219,0.2444,316,158,32300,278
"154095",0.7772,"4",3,0,9882,0.5642,595,568,524,0.0458,0.0751,0.0662,0.0191,0,0,0.0144,0.014,0,0.0208,5575,0.0208,0.014,0.2015,0.0191,0.2554,2524,1262,33900,2143
"154101",0.7783,"3",3,0,1113,0.5651,605,640,565,0.056,0.0485,0.0746,0.0261,0,0,0,0.0187,0,0,629,0,0.0187,0.1791,0.0261,0.2239,249,124,28000,329
"154518",0.6885,"3",3,0,1356,0.3614,510,540,470,0.0613,0,0.0077,0,0,0,0,0,0,0,490,0,0,0.069,0,0.069,94,47,29900,118
"154527",0.7883,"3",3,0,1614,0.5217,620,600,555,0.0393,0.0681,0.199,0.0209,0,0,0.0314,0.0288,0.034,0,842,0.034,0.0288,0.3378,0.0209,0.4215,680,340,34800,273
"154688",0.6953,"4",3,0,1649,0.5391,545,580,505,0.0086,0.0395,0.0223,0.0069,0,0,0.0103,0.0051,0,0,889,0,0.0051,0.0807,0.0069,0.0927,153,76,41000,595
"154712",0.9778,"4",3,0,1836,0.5202,573,600,530,0.0682,0.1169,0.0617,0.0097,0,0,0.026,0.013,0.0195,0,955,0.0195,0.013,0.2728,0.0097,0.315,578,289,28100,211
"154721",0.9745,"3",3,0,637,0.3862,545,510,470,0.0342,0.1624,0.1197,0,0,0,0.0171,0.0427,0,0,246,0,0.0427,0.3334,0,0.3761,240,120,25300,109
"154749",0.491,"3",3,0,483,0.5093,535,475,450,0.0431,0,0.0862,0,0,0,0.0345,0.0345,0,0,246,0,0.0345,0.1638,0,0.1983,96,48,35600,107
"154855",0.4963,"3",3,0,985,0.4883,505,500,445,0.0172,0.0259,0.0086,0,0,0,0.0086,0,0,0,481,0,0,0.0603,0,0.0603,59,30,23100,80
"155025",0.7649,"4",3,0,3777,0.5962,545,585,508,0.0516,0.0909,0.0353,0.0353,0,0,0.0163,0.0217,0,0,2252,0,0.0217,0.1941,0.0353,0.2511,948,474,29300,835
"155089",0.6138,"4",3,0,1339,0.534,573,580,520,0.0345,0.0092,0.0529,0.0943,0,0,0.0023,0,0,0,715,0,0,0.0989,0.0943,0.1932,259,130,34500,684
"155140",0.581,"3",2,0,805,0.5168,510,480,440,0,0,0,0,0,0,0,0,0,0,416,0,0,0,0,0,0,0,18600,156
"155335",0.5281,"4",3,0,1182,0.6506,559,540,490,0.0623,0.0142,0.1076,0.0057,0,0,0.0142,0.0057,0,0,769,0,0.0057,0.1983,0.0057,0.2097,248,124,34700,335
"155414",0.6147,"4",3,0,643,0.5428,567,590,520,0.0417,0.0069,0.0278,0.0347,0,0,0.0278,0.0069,0.0139,0,349,0.0139,0.0069,0.1042,0.0347,0.1597,103,52,31100,245
"155511",0.9928,"3",3,0,619,0.3893,573,560,510,0.0292,0.073,0.0584,0,0,0,0.0073,0.0146,0,0.1533,241,0.1533,0.0146,0.1679,0,0.3358,208,104,29500,95
"155520",0.6899,"4",3,0,1322,0.5862,505,470,430,0.021,0.0057,0.0095,0,0,0,0.0057,0.0076,0,0,775,0,0.0076,0.0419,0,0.0495,65,32,35400,311
"155812",0.475,"4",3,0,819,0.6532,528,525,473,0.0705,0.0441,0.0573,0.0132,0,0,0.0044,0.0132,0,0,535,0,0.0132,0.1763,0.0132,0.2027,166,83,37700,162
"155900",0.8793,"4",3,0,1288,0.4169,510,540,470,0.0292,0.0585,0.0313,0.0919,0,0,0.0021,0.0084,0,0,537,0,0.0084,0.1211,0.0919,0.2214,285,142,35600,300
"155937",0.4437,"3",3,0,701,0.4708,528,510,465,0.0584,0,0.0511,0,0,0,0,0.0073,0,0,330,0,0.0073,0.1095,0,0.1168,82,41,23900,101
"155973",0.8568,"3",3,0,708,0.4958,545,570,500,0.0783,0.006,0.0783,0,0,0,0.006,0.0181,0,0,351,0,0.0181,0.1686,0,0.1867,132,66,35100,119
"156189",0.3617,"3",3,0,657,0.5556,573,510,485,0,0.0918,0.2959,0,0,0,0,0,0,0,365,0,0,0.3877,0,0.3877,255,128,26800,100
"156213",0.687,"4",3,0,1499,0.6004,608,608,551,0.0346,0.0346,0.0423,0,0,0,0.0038,0.0231,0.0038,0,900,0.0038,0.0231,0.1153,0,0.1422,213,106,26000,235
"156286",0.834,"4",3,0,2499,0.6463,610,590,545,0.088,0.0299,0.0515,0.0199,0,0,0.0166,0.0133,0.0033,0,1615,0.0033,0.0133,0.186,0.0199,0.2225,556,278,40700,382
"156295",0.3366,"3",3,0,1577,0.565,633,623,572,0.0537,0.0716,0.0985,0.0299,0,0,0.0418,0.0299,0,0.0507,891,0.0507,0.0299,0.2656,0.0299,0.3761,593,296,23100,276
"156356",0.4927,"4",3,0,1003,0.7388,510,580,490,0.0909,0.0101,0.0505,0,0,0,0,0,0.0101,0,741,0.0101,0,0.1515,0,0.1616,162,81,31800,77
"156365",0.7272,"4",3,0,2119,0.5465,500,520,454,0.0433,0.0509,0.028,0.0076,0,0,0.0051,0.0076,0,0,1158,0,0.0076,0.1273,0.0076,0.1425,302,151,24300,267
"156408",0.7157,"3",3,0,1379,0.5178,660,680,620,0.1402,0.2866,0.1128,0.0091,0,0,0.0274,0.0274,0,0,714,0,0.0274,0.567,0.0091,0.6035,832,416,33400,86
"156541",0.6628,"4",3,0,1844,0.5336,559,550,495,0.0968,0.0143,0.0896,0,0,0,0.0251,0.0143,0,0,984,0,0.0143,0.2258,0,0.2401,443,222,26000,206
"156620",0.7387,"4",3,0,13323,0.5562,528,560,490,0.0485,0.0321,0.0288,0.0036,0,0,0.0153,0.0033,4e-04,0.0405,7410,0.0409,0.0033,0.1247,0.0036,0.1725,2298,1149,28200,1934
"156745",0.8875,"4",3,0,972,0.537,605,570,530,0.1372,0.0885,0.1062,0.0088,0,0,0.0398,0.0398,0,0,522,0,0.0398,0.3717,0.0088,0.4203,409,204,25700,182
"157058",0.4769,"4",3,0,1627,0.6152,488,445,410,0.1059,0.0467,0.0312,0.0436,0,0,0.0062,0.0031,0,0.0031,1001,0.0031,0.0031,0.19,0.0436,0.2398,390,195,25400,345
"157076",0.6072,"3",3,0,691,0.4559,552,553,493,0.0764,0.0255,0.1019,0.051,0,0,0.0382,0.0064,0,0,315,0,0.0064,0.242,0.051,0.2994,207,104,25800,146
"157085",0.7221,"4",3,0,21725,0.5202,620,640,575,0.0563,0.0576,0.0493,0.0158,0,0,0.0133,0.0145,0.0971,0,11301,0.0971,0.0145,0.1765,0.0158,0.3039,6602,3301,40000,2115
"157100",0.4774,"4",3,0,547,0.4388,510,520,460,0.0625,0,0,0,0,0,0,0,0,0,240,0,0,0.0625,0,0.0625,34,17,24100,116
"157289",0.7386,"4",3,0,15038,0.5107,620,630,570,0.0682,0.0643,0.0455,0,0,0,0.0132,0.0101,0.0939,0,7680,0.0939,0.0101,0.1912,0,0.2952,4439,2220,32000,1515
"157386",0.8443,"4",3,0,7212,0.599,567,560,505,0.0239,0.0463,0.0336,0.0097,0,0,0.0179,0.0135,7e-04,0.0351,4320,0.0358,0.0135,0.1217,0.0097,0.1807,1303,652,24700,1180
"157401",0.7996,"4",3,0,8126,0.5822,573,560,510,0.0168,0.0229,0.0242,0.0289,0,0,0.0168,0.0155,0.0047,0.0639,4731,0.0686,0.0155,0.0807,0.0289,0.1937,1574,787,28100,1079
"157447",0.9072,"4",3,0,11654,0.5394,567,560,505,0.0415,0.0411,0.025,0.0527,0,0,0.017,0.0098,0,0.0433,6286,0.0433,0.0098,0.1246,0.0527,0.2304,2685,1342,29700,1556
"157535",1,"4",3,0,1329,0.4996,520,500,455,0.1073,0.0056,0.1582,0.0339,0,0,0.0169,0.0113,0,0,664,0,0.0113,0.288,0.0339,0.3332,443,222,28300,144
"157757",0.4571,"4",3,0,1227,0.6993,510,480,440,0.1748,0.0244,0,0,0,0,0,0,0,0,858,0,0,0.1992,0,0.1992,244,122,38300,258
"157809",0.9328,"4",3,0,1243,0.4956,528,530,475,0.0451,0.0345,0.069,0.0159,0,0,0.0265,0.0106,0,0,616,0,0.0106,0.1751,0.0159,0.2016,251,126,42200,241
"157818",0.8262,"3",3,0,1014,0.5838,645,660,595,0.1092,0.1092,0.1092,0.0252,0,0,0.0504,0.0378,0,0,592,0,0.0378,0.378,0.0252,0.441,447,224,29900,107
"157951",0.9332,"4",3,0,15388,0.558,559,570,505,0.035,0.0625,0.0415,0.022,0,0,0.0253,0.0126,0.0217,0.0136,8587,0.0353,0.0126,0.1643,0.022,0.2342,3604,1802,27500,2340
"158477",0.6567,"4",3,0,548,0.5712,585,570,520,0.1364,0.053,0.303,0,0,0,0.0455,0.0303,0,0,313,0,0.0303,0.5379,0,0.5682,311,156,29200,110
"158802",0.4059,"3",3,0,1200,0.7258,493,480,430,0.0699,0.1774,0.0753,0.0376,0,0,0.0538,0.0108,0,0,871,0,0.0108,0.3764,0.0376,0.4248,510,255,25900,210
"159009",0.4395,"4",3,0,3520,0.596,510,480,440,0.0577,0.0169,0.0549,0.0493,0,0,0.0014,0.0056,0,0.0493,2098,0.0493,0.0056,0.1309,0.0493,0.2351,828,414,24300,696
"159382",0.5455,"4",3,0,2244,0.7028,559,530,485,0.0787,0,0.023,0,0,0,0,0.023,0,0,1577,0,0.023,0.1017,0,0.1247,280,140,25700,647
"159391",0.7663,"4",3,0,24452,0.5117,620,630,570,0.0428,0.0684,0.0784,0.0055,0,0,0.0149,0.0109,0.1174,0,12512,0.1174,0.0109,0.2045,0.0055,0.3383,8272,4136,37000,2036
"159416",0.7667,"4",3,0,2640,0.5962,573,520,490,0.1027,0.0335,0.1317,0.0536,0,0,0.0112,0.0134,0,0,1574,0,0.0134,0.2791,0.0536,0.3461,914,457,30100,530
"159647",0.6503,"4",3,0,7272,0.4268,610,600,550,0.0377,0.0479,0.0479,0.0181,0,0,0.0131,0.0131,0.1357,0.0377,3104,0.1734,0.0131,0.1466,0.0181,0.3512,2554,1277,31000,842
"159656",0.9025,"4",3,0,2734,0.5885,605,600,545,0.1329,0.1407,0.052,0,0,0,0.0173,0.0039,0,0,1609,0,0.0039,0.3429,0,0.3468,948,474,36400,368
"159717",0.7527,"4",3,0,6597,0.6142,585,610,540,0.0386,0.0386,0.0165,0.0118,0,0,0.0094,0.0063,0.0488,0.0252,4052,0.074,0.0063,0.1031,0.0118,0.1952,1288,644,29200,997
"159939",0.4357,"4",3,0,6742,0.5018,610,670,585,0.0755,0.0615,0.0776,0.0119,0,0,0.0329,0.0049,0.0986,0,3383,0.0986,0.0049,0.2475,0.0119,0.3629,2447,1224,29100,857
"159966",0.8837,"4",3,0,5513,0.6171,595,630,555,0.0301,0.0218,0.0318,0,0,0,0.0042,0.0042,0,0.1222,3402,0.1222,0.0042,0.0879,0,0.2143,1181,590,30600,882
"159993",0.7722,"4",3,0,5799,0.6501,595,630,555,0.0765,0.0298,0.0715,0.0089,0,0,0.0079,0.004,0,0,3770,0,0.004,0.1857,0.0089,0.1986,1152,576,31800,1302
"160038",0.7298,"4",3,0,6828,0.6853,559,560,500,0.0777,0,0.0428,0.005,0,0,0,0.0029,0,0.02,4679,0.02,0.0029,0.1205,0.005,0.1484,1013,506,30700,1410
"160621",0.5365,"4",3,0,5133,0.645,528,520,470,0.0647,0.0528,0.0476,0.0251,0,0,0.0053,0.0053,0.0594,0.0132,3311,0.0726,0.0053,0.1704,0.0251,0.2734,1403,702,27500,1028
"160630",0.207,"4",3,0,1658,0.7539,400,530,390,0.1514,0.0032,0.0631,0,0,0,0,0.0252,0,0,1250,0,0.0252,0.2177,0,0.2429,403,202,21900,332
"160658",0.558,"4",3,0,14667,0.5557,605,590,540,0.0405,0.0321,0.0365,0.0164,0,0,0.0168,0.0052,0.0714,0.0337,8150,0.1051,0.0052,0.1259,0.0164,0.2526,3705,1852,29900,1859
"160755",0.2795,"4",3,0,7892,0.5764,690,700,660,0.0597,0.1606,0.0975,0.0434,0,0,0.0096,0.013,0.0377,0,4549,0.0377,0.013,0.3274,0.0434,0.4215,3326,1663,45800,655
"160904",0.6599,"4",3,0,2313,0.7298,573,550,505,0.1149,0.0497,0.2857,0.0186,0,0,0.2422,0.0186,0,0,1688,0,0.0186,0.6925,0.0186,0.7297,1688,844,44500,416
"161086",0.2805,"3",3,0,1847,0.5295,690,720,670,0.0713,0.2348,0.13,0.0231,0,0,0.065,0.0314,0,0,978,0,0.0314,0.5011,0.0231,0.5556,1026,513,39900,125
"161165",0.7195,"4",3,0,2292,0.5345,545,530,480,0.1473,0,0.0275,0.0295,0,0,0.0039,0,0,0,1225,0,0,0.1787,0.0295,0.2082,477,238,31700,422
"161235",0.7461,"3",3,0,956,0.7008,510,500,450,0,0.0701,0.0064,0.0064,0,0,0,0,0,0,670,0,0,0.0765,0.0064,0.0829,79,40,34000,130
"161253",0.8257,"4",3,0,8682,0.4745,595,600,540,0.0695,0.0799,0.061,0.0084,0,0,0.013,0.011,0.1162,0.0617,4120,0.1779,0.011,0.2234,0.0084,0.4207,3653,1826,31500,1293
"161457",0.8568,"4",3,0,2217,0.7046,605,580,535,0.06,0.0257,0.2976,0,0,0,0.0021,0.0043,0,0,1562,0,0.0043,0.3854,0,0.3897,864,432,37900,522
"161518",0.7853,"4",3,0,1817,0.7166,559,530,485,0.0246,0.0301,0.0219,0,0,0,0,0,0,0,1302,0,0,0.0766,0,0.0766,139,70,38400,296
"161554",0.8395,"4",3,0,5783,0.5694,559,550,495,0.0466,0.1349,0.0361,0.0145,0,0,0.0153,0.0072,0.0209,0.0321,3293,0.053,0.0072,0.2329,0.0145,0.3076,1779,890,32700,1243
"161873",0.6204,"4",3,0,3444,0.5726,505,510,450,0.0277,0.0438,0,0.0277,0,0,0,0,0,0,1972,0,0,0.0715,0.0277,0.0992,342,171,49700,494
"162007",0.5506,"4",3,0,4401,0.6142,510,460,430,0.1012,0.0769,0.0621,0.0418,0,0,0,0.004,0,0,2703,0,0.004,0.2402,0.0418,0.286,1259,630,34700,685
"162210",0.4492,"4",3,0,790,0.6127,493,460,420,0.1487,0.0074,0.0409,0.0037,0,0,0,0,0,0,484,0,0,0.197,0.0037,0.2007,159,80,41400,169
"162283",0.4312,"4",3,0,2652,0.7274,520,480,445,0.1153,0.0461,0.0147,0.0168,0,0,0,0.0021,0,0,1929,0,0.0021,0.1761,0.0168,0.195,517,258,32500,713
"162584",0.5851,"4",3,0,4765,0.5098,545,540,485,0.0951,0.0804,0.0637,0.051,0,0,0.0245,0.0059,0.0157,0,2429,0.0157,0.0059,0.2637,0.051,0.3363,1602,801,30600,566
"162928",0.1608,"4",3,0,6039,0.5087,750,770,730,0.0309,0.1338,0.1314,0.0161,0,0,0.0232,0.0291,0.1778,0,3072,0.1778,0.0291,0.3193,0.0161,0.5423,3275,1638,61500,742
"163268",0.5961,"4",3,0,11274,0.4508,665,670,620,0.1211,0.1224,0.1469,0.1743,0,0,0.0144,0.0262,0.0625,0,5082,0.0625,0.0262,0.4048,0.1743,0.6678,7529,3764,38200,856
"163286",0.4793,"4",3,0,26532,0.4644,690,730,675,0.0454,0.1671,0.0933,0.0416,0,0,0.0201,0.0168,0.1212,0,12321,0.1212,0.0168,0.3259,0.0416,0.5055,13412,6706,42900,2209
"163295",0.5416,"4",3,0,1907,0.7226,620,630,570,0,0,0,0,0,0,0,0,0,0,1378,0,0,0,0,0,0,0,27700,361
"163338",0.6127,"4",3,0,3441,0.5469,487,460,415,0.0085,0.0598,0.1043,0.0205,0,0,0.0137,0.0034,0.0137,0.053,1882,0.0667,0.0034,0.1863,0.0205,0.2769,953,476,27200,749
"163453",0.6525,"4",3,0,6239,0.5514,510,480,440,0.0759,0.0835,0.0597,0.026,0,0,0.0087,0.0033,0.103,0,3440,0.103,0.0033,0.2278,0.026,0.3601,2247,1124,28800,775
"163462",0.6687,"4",3,0,1806,0.5587,585,570,520,0.0767,0.1217,0.0873,0.0132,0,0,0.0026,0.0238,0,0,1009,0,0.0238,0.2883,0.0132,0.3253,587,294,39800,275
"163912",0.7887,"4",3,0,1668,0.5629,645,633,582,0.1852,0.2546,0.1296,0.0463,0,0,0.0278,0.0532,0,0,939,0,0.0532,0.5972,0.0463,0.6967,1162,581,33300,236
"163976",0.8696,"4",3,0,429,0.4452,665,680,625,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,24700,58
"164076",0.5921,"4",3,0,18546,0.6045,610,590,545,0.0781,0.1046,0.0531,0.0461,0,0,0.0114,0.011,0,0,11211,0,0.011,0.2472,0.0461,0.3043,5644,2822,39500,2438
"164173",0.6231,"4",3,0,3778,0.6527,567,550,500,0.0506,0,0.0358,0.0753,0,0,0.0198,0.0062,0,0,2466,0,0.0062,0.1062,0.0753,0.1877,709,354,39500,604
"164270",0.7613,"4",3,0,1649,0.53,605,600,545,0.1351,0.1141,0.0661,0.012,0,0,0.012,0.021,0,0,874,0,0.021,0.3273,0.012,0.3603,594,297,33700,245
"164447",0.6757,"4",3,0,1473,0.5859,505,495,443,0.0312,0.0748,0.0093,0,0,0,0,0,0,0,863,0,0,0.1153,0,0.1153,170,85,41300,414
"164465",0.1384,"3",3,0,1792,0.4827,745,770,725,0.0719,0.2495,0.1142,0.0381,0,0,0.0613,0.0233,0,0,865,0,0.0233,0.4969,0.0381,0.5583,1000,500,36500,120
"164580",0.2631,"4",3,0,2107,0.4684,685,710,660,0,0,0,0,0,0,0,0,0,0,987,0,0,0,0,0,0,0,67800,187
"164720",0.6247,"3",3,0,1975,0.5797,559,560,500,0.1138,0,0.0081,0,0,0,0,0,0,0,1145,0,0,0.1219,0,0.1219,241,120,36400,592
"164739",0.4611,"4",3,0,4190,0.3998,685,690,650,0,0,0,0.0439,0,0,0,0.0065,0,0,1675,0,0.0065,0,0.0439,0.0504,211,106,58400,501
"164924",0.3391,"4",3,0,9483,0.5367,720,740,690,0.1328,0.176,0.1,0.0214,0,0,0.0162,0.0128,0,0,5090,0,0.0128,0.425,0.0214,0.4592,4355,2178,58400,1110
"164988",0.3451,"4",3,0,16457,0.609,690,730,675,0.0548,0.1369,0.0863,0.023,0,0,0.0165,0.0096,0.075,0.0025,10022,0.0775,0.0096,0.2945,0.023,0.4046,6659,3330,45700,2239
"165015",0.3522,"4",3,0,3715,0.5707,735,770,715,0.078,0.2161,0.1705,0.0288,0,0,0.0228,0.0168,0,0,2120,0,0.0168,0.4874,0.0288,0.533,1980,990,37700,262
"165024",0.7931,"4",3,0,9500,0.5883,567,550,500,0.109,0.0699,0.0344,0.0082,0,0,0.0319,0.0267,0,0,5589,0,0.0267,0.2452,0.0082,0.2801,2661,1330,32200,1180
"165529",0.8688,"4",3,0,2843,0.6317,545,520,475,0.0968,0.0238,0.0187,0.0119,0,0,0,0,0,0,1796,0,0,0.1393,0.0119,0.1512,430,215,39200,557
"165574",0.6866,"3",2,0,1256,0.5175,487,470,420,0.0323,0.0097,0,0,0,0,0,0,0,0,650,0,0,0.042,0,0.042,53,26,25400,232
"165644",0.5287,"4",3,0,1054,0.6717,510,520,460,0.0469,0,0.0625,0,0,0,0.0156,0.0078,0.0195,0,708,0.0195,0.0078,0.125,0,0.1523,161,80,33800,209
"165662",0.4918,"4",3,0,3757,0.6125,660,650,605,0,0,0,0,0,0,0,0,0,0,2301,0,0,0,0,0,0,0,34700,567
