"UNITID","ADM_RATE","HIGHDEG","PREDDEG","WOMENONLY","UGDS","UGDS_WOMEN","SATMT25","SATMT75","SATMTMID","PCIP42","PCIP45","PCIP26","PCIP11","PCIP29","PCIP41","PCIP40","PCIP27","PCIP14","PCIP15","WOMEN_TOTAL","ENG_DEG_PCNT","MATH_DEG_PCNT","SCIENCE_DEG_PCNT","TECH_DEG_PCNT","STEM_DEG_PCNT","STEM_DEG_TOTAL","STEM_DEG_WOMEN","MN_EARN_WNE_MALE0_P6","COUNT_WNE_MALE0_P6"
"130934",0.4374,"4",3,0,3654,0.6284,520,490,450,0.1036,0.1182,0.0491,0.0127,0,0,0.0127,0.0109,0.0127,0,2296,0.0127,0.0109,0.2836,0.0127,0.3199,1169,584,28300,606
"130943",0.6783,"4",3,0,18222,0.5753,658,660,605,0.0372,0.095,0.0476,0.0097,0,0,0.0124,0.0099,0.1,0.0025,10483,0.1025,0.0099,0.1922,0.0097,0.3143,5727,2864,43200,1770
"131098",0.567,"4",3,0,1431,0.5577,493,480,430,0.1043,0.0245,0.0184,0,0,0,0,0.0245,0,0,798,0,0.0245,0.1472,0,0.1717,246,123,35000,488
"131159",0.4584,"4",3,0,7094,0.6211,660,660,610,0.0294,0.4198,0.0164,0.0051,0,0,0.004,0.0096,0,0,4406,0,0.0096,0.4696,0.0051,0.4843,3436,1718,42200,886
"131283",0.7391,"4",3,0,3529,0.5324,620,610,560,0.096,0.141,0.032,0.0249,0,0,0.0036,0.0024,0.0794,0,1879,0.0794,0.0024,0.2726,0.0249,0.3793,1339,670,45500,483
"131450",0.6532,"4",3,0,1001,0.5415,515,485,445,0.1159,0.058,0.0483,0.0193,0,0,0.0097,0.0145,0,0,542,0,0.0145,0.2319,0.0193,0.2657,266,133,28200,141
"131469",0.4379,"4",3,0,10433,0.558,685,700,655,0.046,0.2905,0.026,0.0144,0,0,0.0085,0.0066,0.0438,0,5822,0.0438,0.0066,0.371,0.0144,0.4358,4547,2274,51400,998
"131496",0.1735,"4",3,0,7211,0.5469,735,760,710,0.0419,0.3653,0.0595,0.0072,0,0,0.0094,0.0187,0,0,3944,0,0.0187,0.4761,0.0072,0.502,3620,1810,73700,748
"131520",0.4841,"4",3,0,6961,0.6746,605,610,550,0.095,0.12,0.0931,0.0125,0,0,0.0173,0.0115,0.0509,0,4696,0.0509,0.0115,0.3254,0.0125,0.4003,2786,1393,38800,1170
"132408",0.5556,"3",3,0,454,0.3744,505,540,465,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,19700,60
"132471",0.4611,"4",3,0,3913,0.6144,520,513,462,0.0354,0.0427,0.0677,0.0573,0,0,0.0094,0.0052,0,0,2404,0,0.0052,0.1552,0.0573,0.2177,852,426,40100,1246
"132602",0.6371,"4",3,0,3897,0.5887,450,440,395,0.1188,0.0521,0.0458,0.0208,0,0,0.0104,0.0042,0.0208,0,2294,0.0208,0.0042,0.2271,0.0208,0.2729,1063,532,25000,577
"132657",0.7487,"4",3,0,1911,0.4683,545,535,483,0.0904,0.0399,0.0399,0,0,0,0,0,0,0,895,0,0,0.1702,0,0.1702,325,162,33200,271
"132903",0.4961,"4",3,0,52280,0.548,658,640,595,0.0865,0.0462,0.0472,0.0219,0,0,0.0042,0.0039,0.0612,0,28649,0.0612,0.0039,0.1841,0.0219,0.2711,14173,7086,34600,5202
"133492",0.7274,"3",3,0,2062,0.6203,610,610,555,0.1623,0.1264,0.1679,0.0019,0,0,0.0132,0.0075,0,0,1279,0,0.0075,0.4698,0.0019,0.4792,988,494,33800,422
"133526",0.5295,"3",3,0,927,0.4617,450,460,405,0.1132,0,0.1038,0,0,0,0,0,0,0,428,0,0,0.217,0,0.217,201,100,23200,115
"133650",0.4895,"4",3,0,7995,0.6205,528,510,465,0.0652,0.0705,0.0472,0.0251,0,0,0.0072,0.003,0.0173,0.0185,4961,0.0358,0.003,0.1901,0.0251,0.254,2031,1016,32000,1105
"133669",0.6603,"4",3,0,24228,0.565,595,570,525,0.0706,0.0786,0.0689,0.0169,0,0,0.0136,0.0061,0.0449,0.0015,13689,0.0464,0.0061,0.2317,0.0169,0.3011,7295,3648,34200,2782
"133711",0.4788,"3",3,0,2767,0.5988,585,560,515,0.1285,0.0547,0,0,0,0,0,0,0,0,1657,0,0,0.1832,0,0.1832,507,254,30800,552
"133809",0.7659,"3",2,0,555,0.5009,567,600,525,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,24600,130
"133872",1,"4",3,0,1870,0.8053,520,495,453,0,0,0.0255,0,0,0,0,0,0,0,1506,0,0,0.0255,0,0.0255,48,24,49400,547
"133881",0.6157,"4",3,0,3348,0.2799,645,660,595,0.08,0,0.0895,0.0381,0,0,0.0933,0.0324,0.4076,0.0133,937,0.4209,0.0324,0.2628,0.0381,0.7542,2525,1262,38700,257
"133951",0.5278,"4",3,0,39102,0.5573,605,580,535,0.1187,0.0881,0.0627,0.0244,0,0,0.0147,0.0017,0.0532,0.0063,21792,0.0595,0.0017,0.2842,0.0244,0.3698,14460,7230,36200,4066
"134079",0.4481,"4",3,0,2352,0.6263,633,600,560,0.0597,0.0956,0.087,0.0085,0,0,0.0068,0.0051,0,0,1473,0,0.0051,0.2491,0.0085,0.2627,618,309,33300,409
"134097",0.5539,"4",3,0,32432,0.5487,660,640,600,0.0622,0.1775,0.048,0.0272,0,0,0.0143,0.0093,0.0339,0,17795,0.0339,0.0093,0.302,0.0272,0.3724,12078,6039,35000,3536
"134130",0.4561,"4",3,0,31879,0.5498,680,690,640,0.0495,0.1243,0.0972,0.0077,0,0,0.0199,0.0128,0.1156,0.0071,17527,0.1227,0.0128,0.2909,0.0077,0.4341,13839,6920,41200,3150
"135726",0.3818,"4",3,0,10828,0.5099,690,730,675,0.0666,0.1044,0.1483,0.0102,0,0,0.0163,0.0114,0.0692,0,5521,0.0692,0.0114,0.3356,0.0102,0.4264,4617,2308,48300,1161
"136172",0.6057,"4",3,0,13884,0.5501,645,610,570,0.1024,0.0611,0.0326,0.0215,0,0,0.0047,0.0058,0.0294,0.009,7638,0.0384,0.0058,0.2008,0.0215,0.2665,3700,1850,33800,1933
"136215",0.4881,"4",3,0,4582,0.6907,610,630,565,0.0652,0.0152,0.1674,0.0188,0,0,0,0,0,0,3165,0,0,0.2478,0.0188,0.2666,1222,611,44100,1391
"136330",0.9527,"4",3,0,2585,0.6573,573,568,514,0.1017,0.0166,0.0332,0.0083,0,0,0.0373,0.0062,0,0,1699,0,0.0062,0.1888,0.0083,0.2033,526,263,34200,584
"137351",0.5316,"4",3,0,30279,0.5465,650,630,585,0.0806,0.1444,0.0875,0.0198,0,0,0.0127,0.0076,0.0521,0,16547,0.0521,0.0076,0.3252,0.0198,0.4047,12254,6127,33700,4872
"137476",0.849,"4",3,0,931,0.5145,510,520,460,0.0909,0.021,0.0664,0.014,0,0,0.0105,0.021,0,0,479,0,0.021,0.1888,0.014,0.2238,208,104,36500,280
"137564",0.4394,"4",3,0,2946,0.5502,520,520,465,0.0743,0,0.012,0,0,0,0,0,0,0,1621,0,0,0.0863,0,0.0863,254,127,27100,570
"137847",0.5188,"4",3,0,6811,0.565,610,580,540,0.0415,0.1057,0.0585,0.0146,0,0,0.0122,0.0081,0,0,3848,0,0.0081,0.2179,0.0146,0.2406,1639,820,37000,816
"137953",0.6368,"4",3,0,352,0.3722,510,515,458,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,18600,57
"138275",0.26,"4",3,0,1011,0.4817,493,470,425,0.0453,0,0.037,0,0,0,0,0,0,0,487,0,0,0.0823,0,0.0823,83,42,32900,238
"138293",0.5056,"4",3,0,687,0.3173,545,530,480,0,0,0,0.0833,0,0,0,0,0,0,218,0,0,0,0.0833,0.0833,57,28,28000,135
"138354",0.4167,"4",3,0,9794,0.5747,573,550,505,0.0466,0.0518,0.0376,0.0405,0,0,0.0155,0.0108,0.0282,0.0132,5629,0.0414,0.0108,0.1515,0.0405,0.2442,2392,1196,28700,1342
"138558",0.7726,"3",2,0,3244,0.525,520,510,460,0,0,0.0157,0,0,0,0,0,0,0,1703,0,0,0.0157,0,0.0157,51,26,25200,613
"138716",0.4729,"4",3,0,3261,0.6725,510,460,430,0.063,0.0528,0.061,0.0203,0,0,0.0142,0.0142,0,0,2193,0,0.0142,0.191,0.0203,0.2255,735,368,26800,589
"138789",0.6803,"4",3,0,6162,0.6689,567,540,495,0.0465,0.053,0.0688,0.0353,0,0,0.0223,0.0084,0,0,4122,0,0.0084,0.1906,0.0353,0.2343,1444,722,33600,1051
"138868",0.5189,"3",3,0,1399,0.5525,545,510,470,0.3343,0.0028,0.0193,0,0,0,0,0,0,0,773,0,0,0.3564,0,0.3564,499,250,23400,89
"138947",0.8467,"4",3,0,2567,0.7526,493,460,420,0.1569,0.0523,0.0828,0.0196,0,0,0.0174,0.0044,0,0,1932,0,0.0044,0.3094,0.0196,0.3334,856,428,25700,833
"139144",0.6083,"4",3,0,2065,0.6116,645,630,580,0.1094,0.0665,0.1116,0.0086,0,0,0.0365,0.015,0,0.0043,1263,0.0043,0.015,0.324,0.0086,0.3519,727,364,28300,270
"139199",0.7581,"4",3,1,1581,0.9039,559,530,485,0.032,0,0.0453,0,0,0,0,0,0,0,1429,0,0,0.0773,0,0.0773,122,122,35000,662
"139250",0.9235,"3",2,0,2833,0.6558,510,500,450,0.0955,0,0.0176,0,0,0,0,0.0025,0,0,1858,0,0.0025,0.1131,0,0.1156,327,164,25400,640
"139311",0.4245,"4",3,0,6064,0.6951,528,500,460,0.1025,0.0318,0.0265,0.038,0,0,0.0035,0.0035,0,0,4215,0,0.0035,0.1643,0.038,0.2058,1248,624,32500,1148
"139366",0.5522,"4",3,0,6715,0.601,528,550,485,0.0366,0.0401,0.0279,0.0392,0,0,0.0148,0.0096,9e-04,0,4036,9e-04,0.0096,0.1194,0.0392,0.1691,1136,568,28400,998
"139393",0.9664,"4",3,0,1066,0.5769,620,620,565,0.0576,0.144,0.0741,0.0247,0,0,0.0206,0.0123,0,0,615,0,0.0123,0.2963,0.0247,0.3333,355,178,30400,270
"139630",0.4912,"3",3,0,727,0.4856,510,570,485,0.0886,0,0.0633,0,0,0,0,0,0,0,353,0,0,0.1519,0,0.1519,110,55,22700,113
"139658",0.2682,"4",3,0,7730,0.5642,730,750,700,0.0615,0.1776,0.1497,0.0047,0,0,0.0275,0.0215,0,0,4361,0,0.0215,0.4163,0.0047,0.4425,3421,1710,56600,637
"139719",0.2419,"4",3,0,2172,0.5884,510,450,425,0.1114,0.0394,0.1044,0.0162,0,0,0.0162,0.0418,0,0.0232,1278,0.0232,0.0418,0.2714,0.0162,0.3526,766,383,23300,301
"139755",0.3338,"4",3,0,13996,0.3392,745,770,725,0.0116,0.0089,0.0539,0.0753,0,0,0.0227,0.008,0.6051,0,4747,0.6051,0.008,0.0971,0.0753,0.7855,10994,5497,54600,611
"139764",0.6964,"4",3,0,2415,0.6356,559,520,480,0.0881,0.0349,0.0128,0.0367,0,0,0.0128,0.0073,0,0,1535,0,0.0073,0.1486,0.0367,0.1926,465,232,29200,422
"139861",0.7624,"4",3,0,5827,0.6084,633,610,565,0.0853,0.0357,0.0557,0.0305,0,0,0.0209,0.0174,0,0,3545,0,0.0174,0.1976,0.0305,0.2455,1431,716,32900,712
"139931",0.631,"4",3,0,17232,0.5009,620,590,550,0.0548,0.0478,0.0505,0.038,0,0,0.0276,0.005,0.0383,0.036,8632,0.0743,0.005,0.1807,0.038,0.298,5135,2568,31800,1788
"139940",0.5944,"4",3,0,24619,0.5862,595,590,535,0.0885,0.1151,0.0677,0.0536,0,0,0.0218,0.0054,0,0,14432,0,0.0054,0.2931,0.0536,0.3521,8668,4334,33900,2942
"139959",0.5572,"4",3,0,26738,0.5716,665,670,620,0.0648,0.0931,0.0893,0.0085,0,0,0.0121,0.0103,0.0109,0,15283,0.0109,0.0103,0.2593,0.0085,0.289,7727,3864,38400,2593
"139968",0.4839,"3",2,0,3864,0.6796,487,460,415,0,0,0.0476,0,0,0,0,0.0068,0,0,2626,0,0.0068,0.0476,0,0.0544,210,105,25600,831
"140164",0.5345,"4",3,0,23058,0.5736,605,580,535,0.0615,0.0766,0.0479,0.0498,0,0,0.0093,0.0153,0,0,13226,0,0.0153,0.1953,0.0498,0.2604,6004,3002,32800,2168
"140234",0.5525,"4",3,0,874,0.5297,585,570,520,0.0375,0.0563,0.1125,0.0188,0,0,0.0063,0.0125,0.0063,0,463,0.0063,0.0125,0.2126,0.0188,0.2502,219,110,31800,194
"140447",0.6672,"4",3,0,4418,0.6091,658,650,600,0.038,0.0452,0.073,0.0267,0,0,0.0103,0.0062,0.0709,0,2691,0.0709,0.0062,0.1665,0.0267,0.2703,1194,597,47400,1119
"140696",0.7823,"4",3,0,1064,0.5818,620,600,555,0.1277,0.1986,0.0709,0,0,0,0.0071,0,0,0,619,0,0,0.4043,0,0.4043,430,215,34200,165
"140720",0.2181,"3",3,0,841,0.4994,438,420,375,0.1852,0.2037,0.0741,0,0,0,0,0.0185,0,0,420,0,0.0185,0.463,0,0.4815,405,202,19000,208
"140818",0.5755,"4",3,0,1286,0.6571,545,520,475,0.0644,0.0153,0.0184,0,0,0,0.0031,0.0092,0,0,845,0,0.0092,0.1012,0,0.1104,142,71,30800,319
"140872",0.9002,"4",3,0,1317,0.4753,559,545,493,0.0333,0.0556,0.05,0,0,0,0,0.0056,0,0,626,0,0.0056,0.1389,0,0.1445,190,95,27100,197
"140951",0.6655,"4",3,0,8846,0.6514,573,580,520,0,0,0,0,0,0,0,0,0,0,5762,0,0,0,0,0,0,0,26600,1204
"140960",0.7763,"4",3,0,4659,0.5615,493,460,420,0.0761,0.0805,0.1074,0.038,0,0,0.0157,0.0224,0,0.0828,2616,0.0828,0.0224,0.2797,0.038,0.4229,1970,985,22300,531
"140988",0.6922,"4",3,0,1449,0.5825,528,525,473,0.0272,0.006,0.0755,0.0121,0,0,0.003,0.0121,0,0,844,0,0.0121,0.1117,0.0121,0.1359,197,98,36200,707
"141097",0.7906,"4",3,0,5890,0.1827,645,630,580,0.0105,0.0131,0.0196,0.2081,0,0,0.0039,0.0131,0.2421,0.267,1076,0.5091,0.0131,0.0471,0.2081,0.7774,4579,2290,39400,137
"141185",0.3705,"3",3,0,807,0.5242,520,530,470,0.152,0,0.0175,0,0,0,0,0,0,0,423,0,0,0.1695,0,0.1695,137,68,19900,186
"141237",0.9633,"3",3,0,729,0.5432,545,530,480,0.0761,0,0.0217,0,0,0,0,0,0,0,396,0,0,0.0978,0,0.0978,71,36,23300,70
"141264",0.5414,"4",3,0,9235,0.5916,573,540,500,0.0711,0.0745,0.0533,0.0149,0,0,0.0212,0.0046,0,0.0023,5463,0.0023,0.0046,0.2201,0.0149,0.2419,2234,1117,29500,1431
"141334",0.4861,"4",3,0,9982,0.6324,545,510,470,0.0687,0.1349,0.0735,0.0187,0,0,0.0187,0.0084,0,0,6313,0,0.0084,0.2958,0.0187,0.3229,3223,1612,31600,1445
"141361",0.5029,"3",3,0,1180,0.5703,559,540,490,0.0471,0,0.1529,0,0,0,0,0.0176,0,0,673,0,0.0176,0.2,0,0.2176,257,128,25700,112
"141486",0.8562,"4",3,0,2017,0.6411,545,530,480,0.1106,0.0087,0.0369,0.026,0,0,0,0,0,0,1293,0,0,0.1562,0.026,0.1822,367,184,28900,386
"141565",0.7134,"4",3,0,3295,0.6036,528,530,475,0.0962,0.1143,0.0812,0.0195,0,0,0.0346,0.009,0,0,1989,0,0.009,0.3263,0.0195,0.3548,1169,584,29400,494
"141574",0.7882,"4",3,0,13667,0.5472,610,610,555,0.0598,0.0941,0.058,0.0154,0,0,0.011,0.0068,0.053,0,7479,0.053,0.0068,0.2229,0.0154,0.2981,4074,2037,35600,1472
"142115",0.77,"4",3,0,16206,0.5267,573,570,515,0.0484,0.0767,0.032,0.0204,0,0,0.0133,0.0078,0.0542,0,8536,0.0542,0.0078,0.1704,0.0204,0.2528,4097,2048,28300,2048
"142285",0.6748,"4",3,0,8162,0.4604,573,590,525,0.0706,0.0934,0.0402,0.0164,0,0,0.0266,0.0131,0.1069,0.0068,3758,0.1137,0.0131,0.2308,0.0164,0.374,3053,1526,28900,1123
"142294",0.929,"4",3,0,1113,0.5211,585,590,530,0.0922,0.1117,0.1311,0,0,0,0.0291,0.0097,0.0485,0,580,0.0485,0.0097,0.3641,0,0.4223,470,235,27100,149
"142328",0.9904,"3",3,0,3168,0.6143,510,520,460,0.0337,0.0148,0.027,0.0472,0,0,0.0027,0,0,0.0189,1946,0.0189,0,0.0782,0.0472,0.1443,457,228,28600,617
"142461",0.6507,"4",3,0,1300,0.6138,559,590,515,0.0078,0.0117,0.0547,0.0195,0,0,0.0039,0,0.0234,0,798,0.0234,0,0.0781,0.0195,0.121,157,78,34300,284
"142522",0.9962,"3",3,0,23865,0.5735,567,560,505,0.0232,0.0291,0.0608,0.0234,0,0,0.0073,0.0017,0.0214,0.0027,13687,0.0241,0.0017,0.1204,0.0234,0.1696,4048,2024,20000,1803
"143118",0.811,"4",3,0,3199,0.6665,573,560,510,0.051,0.0161,0.0376,0.0134,0,0,0,0.0121,0,0,2132,0,0.0121,0.1047,0.0134,0.1302,417,208,34500,594
"143288",0.651,"3",3,0,578,0.5433,585,505,488,0.0594,0.0099,0.1584,0.0396,0,0,0.0099,0.0396,0,0,314,0,0.0396,0.2376,0.0396,0.3168,183,92,25100,168
"143358",0.643,"4",3,0,4585,0.5138,633,650,585,0.0455,0.0184,0.0298,0.0158,0,0,0.0158,0.0061,0.1681,9e-04,2356,0.169,0.0061,0.1095,0.0158,0.3004,1377,688,37700,895
"144005",0.2996,"4",3,0,3874,0.7155,545,538,484,0.1142,0.0694,0.0347,0.0087,0,0,0.0101,0.0101,0,0,2772,0,0.0101,0.2284,0.0087,0.2472,958,479,28400,930
"144050",0.0876,"4",3,0,5729,0.4727,780,800,758,0.0563,0.3502,0.1329,0.013,0,0,0.0888,0.0838,0,0,2708,0,0.0838,0.6282,0.013,0.725,4154,2077,60400,659
"144351",0.5385,"4",3,0,1491,0.6123,573,580,520,0.0732,0.0383,0.0244,0.0035,0,0,0.0035,0.0035,0,0,913,0,0.0035,0.1394,0.0035,0.1464,218,109,29900,244
"144962",0.6771,"4",3,0,2773,0.6008,567,630,540,0.1089,0.0398,0.0452,0.0279,0,0,0.0186,0.0212,0,0,1666,0,0.0212,0.2125,0.0279,0.2616,725,362,37000,560
"144971",0.6448,"3",3,0,652,0.5613,645,640,585,0.0595,0.0298,0.0655,0.006,0,0,0.0179,0.0417,0,0,366,0,0.0417,0.1727,0.006,0.2204,144,72,28600,157
"145336",0.9409,"4",3,0,3557,0.6733,508,500,448,0.1014,0.0072,0.0225,0.0277,0,0,0.0031,0.0143,0,0,2395,0,0.0143,0.1342,0.0277,0.1762,627,314,34500,616
"145372",0.5568,"4",3,0,1055,0.4929,559,550,495,0.0203,0.0034,0.1051,0,0,0,0.0169,0.0068,0,0,520,0,0.0068,0.1457,0,0.1525,161,80,30200,329
"145600",0.7448,"4",3,0,16635,0.5018,645,660,595,0.1371,0.0708,0.1321,0.0282,0,0,0.0208,0.0152,0.1094,3e-04,8347,0.1097,0.0152,0.3608,0.0282,0.5139,8549,4274,41700,2804
"145637",0.5904,"4",3,0,31875,0.4397,760,790,745,0.0576,0.0729,0.0736,0.031,0,0,0.0275,0.022,0.1907,0,14015,0.1907,0.022,0.2316,0.031,0.4753,15150,7575,41300,2554
"145646",0.6043,"3",3,0,1883,0.5613,735,760,710,0.1388,0.0946,0.0785,0.0101,0,0,0.0463,0.0201,0,0,1057,0,0.0201,0.3582,0.0101,0.3884,731,366,39700,275
"145725",0.506,"4",3,0,3046,0.306,720,740,690,0.0307,0.0119,0.0358,0.0971,0,0,0.0375,0.0136,0.5111,0.029,932,0.5401,0.0136,0.1159,0.0971,0.7667,2335,1168,61300,200
"146339",0.7312,"4",3,0,1051,0.5766,620,650,580,0.0741,0.0247,0.0247,0,0,0,0,0,0,0,606,0,0,0.1235,0,0.1235,130,65,33900,275
"146612",0.6191,"4",3,0,4605,0.5733,605,570,530,0.0631,0.0123,0.0415,0.0264,0,0,0.0189,0.0075,0,0,2640,0,0.0075,0.1358,0.0264,0.1697,781,390,40000,760
"146667",0.4758,"4",3,0,553,0.5244,545,550,490,0.0435,0,0,0,0,0,0,0,0,0,290,0,0,0.0435,0,0.0435,24,12,26300,139
"146719",0.6334,"4",3,0,10042,0.6472,645,630,580,0.1102,0.0877,0.1513,0.0114,0,0,0.0136,0.0093,0,0,6499,0,0.0093,0.3628,0.0114,0.3835,3851,1926,40300,1745
"147013",0.6115,"4",3,0,2452,0.564,567,590,520,0.0723,0.0801,0.0215,0.041,0,0,0.002,0.0156,0,0,1383,0,0.0156,0.1759,0.041,0.2325,570,285,37600,460
"147244",0.6273,"4",3,0,2082,0.5922,493,620,500,0.0304,0.0264,0.0426,0,0,0,0.0284,0.0101,0,0,1233,0,0.0101,0.1278,0,0.1379,287,144,34200,538
"147341",0.6906,"3",3,0,1281,0.5457,620,630,570,0.0833,0.0833,0.0492,0.0152,0,0,0.0152,0.0227,0,0,699,0,0.0227,0.231,0.0152,0.2689,344,172,28700,257
"147679",0.5461,"4",3,0,2181,0.6291,545,567,499,0.0465,0.0343,0.0586,0,0,0,0.0081,0.004,0,0,1372,0,0.004,0.1475,0,0.1515,330,165,35800,483
"147703",0.5089,"4",3,0,15391,0.4926,595,580,530,0.0607,0.0914,0.0272,0.0174,0,0,0.0259,0.015,0.0435,0.0177,7582,0.0612,0.015,0.2052,0.0174,0.2988,4599,2300,33900,2766
"147767",0.1311,"4",3,0,8725,0.5045,760,790,745,0.079,0.1643,0.0637,0.0164,0,0,0.018,0.0301,0.1455,0,4402,0.1455,0.0301,0.325,0.0164,0.517,4511,2256,61200,1066
"147776",0.5761,"4",3,0,8284,0.5608,450,520,435,0.0634,0.0924,0.0533,0.029,0,0,0.019,0.0154,0,0,4646,0,0.0154,0.2281,0.029,0.2725,2257,1128,29900,1188
"148131",0.8893,"4",3,0,1075,0.56,520,490,450,0.0646,0.019,0.0989,0.0114,0,0,0.0266,0.0076,0,0,602,0,0.0076,0.2091,0.0114,0.2281,245,122,31900,242
"148405",0.548,"4",3,0,1017,0.6195,520,570,490,0.0591,0.0945,0.0591,0.0039,0,0,0.0118,0.0197,0,0,630,0,0.0197,0.2245,0.0039,0.2481,252,126,35100,336
"148487",0.7764,"4",3,0,3727,0.6297,573,560,510,0.1521,0.0669,0.0539,0.027,0,0,0.0032,0.0086,0,0,2347,0,0.0086,0.2761,0.027,0.3117,1162,581,36300,831
"148496",0.6067,"4",3,0,2149,0.6603,595,530,505,0.0896,0.1557,0.0448,0.0212,0,0,0.0071,0.0307,0,0,1419,0,0.0307,0.2972,0.0212,0.3491,750,375,33000,353
"148584",0.5056,"4",3,0,1732,0.6819,573,530,495,0.0337,0.0045,0.0629,0.0157,0,0,0,0.0112,0,0,1181,0,0.0112,0.1011,0.0157,0.128,222,111,45500,430
"148627",0.4964,"4",3,0,2940,0.669,530,475,449,0.1197,0.0361,0.0852,0.0197,0,0,0.0115,0.0098,0,0,1967,0,0.0098,0.2525,0.0197,0.282,829,414,40100,795
"148654",0.6158,"4",3,0,2969,0.5099,620,580,545,0.1116,0.0362,0.0594,0.1014,0,0,0.013,0.0391,0,0,1514,0,0.0391,0.2202,0.1014,0.3607,1071,536,31500,397
"149222",0.8153,"4",3,0,13171,0.4568,605,640,565,0.0363,0.0693,0.0376,0.0191,0,0,0.0073,0.0032,0.0449,0.0701,6017,0.115,0.0032,0.1505,0.0191,0.2878,3791,1896,30300,2224
"149231",0.8696,"4",3,0,11371,0.5299,595,570,525,0.0777,0.0661,0.0647,0.0196,0,0,0.0143,0.0067,0.0772,0.0085,6025,0.0857,0.0067,0.2228,0.0196,0.3348,3807,1904,33400,1660
"149505",0.9022,"4",3,0,1237,0.6548,573,620,540,0.0672,0.0075,0.0336,0.0075,0,0,0.0037,0.0037,0,0,810,0,0.0037,0.112,0.0075,0.1232,152,76,33700,370
"149514",1,"4",3,0,857,0.4644,520,590,500,0.1838,0.0162,0,0,0,0,0,0.0054,0,0,398,0,0.0054,0.2,0,0.2054,176,88,30400,287
"149781",0.6915,"4",3,0,2402,0.5208,680,700,645,0.0541,0.1401,0.0669,0.0016,0,0,0.0334,0.0382,0.0032,0,1251,0.0032,0.0382,0.2945,0.0016,0.3375,811,406,31300,208
"150066",0.5491,"4",3,0,1831,0.6019,573,570,515,0.0847,0.0265,0.0317,0.0185,0,0,0.0079,0.0053,0,0,1102,0,0.0053,0.1508,0.0185,0.1746,320,160,30400,438
"150136",0.5988,"4",3,0,15895,0.5838,610,590,545,0.0417,0.0357,0.0269,0.013,0,0,0.0094,0.004,3e-04,0.0264,9280,0.0267,0.004,0.1137,0.013,0.1574,2502,1251,30600,2567
"150145",0.7053,"4",3,0,1520,0.65,567,600,525,0.0248,0.0133,0.019,0,0,0,0.0038,0.0133,0.0019,0,988,0.0019,0.0133,0.0609,0,0.0761,116,58,31100,452
"150163",0.6846,"4",3,0,4013,0.5981,645,650,590,0.0396,0.0806,0.0661,0.0066,0,0,0.0436,0.0066,0,0,2400,0,0.0066,0.2299,0.0066,0.2431,976,488,51300,576
"150400",0.566,"3",3,0,2185,0.5423,660,660,610,0.0542,0.2187,0.1121,0.0542,0,0,0.0187,0.0206,0,0,1185,0,0.0206,0.4037,0.0542,0.4785,1046,523,37000,207
"150534",0.8295,"4",3,0,2266,0.5499,620,620,565,0.0511,0.0546,0.0387,0.0123,0,0,0.0176,0.0158,0.0933,0,1246,0.0933,0.0158,0.162,0.0123,0.2834,642,321,34600,417
"150604",0.6922,"3",3,0,1022,0.5323,585,560,515,0.0804,0.1558,0.1055,0.0302,0,0,0.0402,0.0402,0,0,544,0,0.0402,0.3819,0.0302,0.4523,462,231,28900,167
"150668",0.54,"4",3,0,746,0.5764,580,640,553,0.0283,0.0189,0.0802,0.0094,0,0,0.0283,0.0047,0,0,430,0,0.0047,0.1557,0.0094,0.1698,127,64,34700,214
"150677",0.8012,"4",3,0,1478,0.5359,620,610,560,0.1533,0.0101,0.0327,0.005,0,0,0,0.0025,0.0025,0,792,0.0025,0.0025,0.1961,0.005,0.2061,305,152,25100,201
"150756",0.6447,"3",3,0,1136,0.581,585,580,525,0.0877,0.1886,0.0877,0.0307,0,0,0.0789,0.0219,0,0,660,0,0.0219,0.4429,0.0307,0.4955,563,282,31000,92
"150774",0.9316,"3",3,0,512,0.3477,520,520,465,0.1743,0,0,0,0,0,0,0,0,0,178,0,0,0.1743,0,0.1743,89,44,28100,58
"150941",0.9711,"4",3,0,1001,0.5724,567,560,505,0.0776,0.0082,0.0122,0.0245,0,0,0.0122,0.0041,0,0,573,0,0.0041,0.1102,0.0245,0.1388,139,70,28200,193
"151102",0.9087,"4",3,0,9314,0.5405,559,550,495,0.0452,0.0358,0.0253,0.0323,0,0.0035,0.0147,0.0088,0.0358,0.0928,5034,0.1286,0.0088,0.121,0.0358,0.2942,2740,1370,27300,1575
"151111",0.7049,"4",3,0,21777,0.5638,559,570,505,0.0423,0.0328,0.0276,0.0231,0,0,0.0151,0.0068,0.0398,0.0375,12278,0.0773,0.0068,0.1178,0.0231,0.225,4900,2450,36500,3867
"151263",0.6648,"4",3,0,4136,0.6472,567,570,510,0.0867,0.0258,0.0351,0.0059,0,0,0.0176,0.0012,0,0,2677,0,0.0012,0.1652,0.0059,0.1723,713,356,35800,771
"151290",0.7057,"4",3,0,6397,0.6317,528,540,480,0.0287,0,0,0.0248,0,0,0,0,0.0809,0,4041,0.0809,0,0.0287,0.0248,0.1344,860,430,34500,493
