"ADM_RATE","HIGHDEG4","PREDDEG","WOMENONLY","UGDS","UGDS_WOMEN","SATMT25","SATMT75","SATMTMID","PCIP42","PCIP45","PCIP26","PCIP11","PCIP29","PCIP41","PCIP40","PCIP27","PCIP14","PCIP15","WOMEN_TOTAL","ENG_DEG_PCNT","MATH_DEG_PCNT","SCIENCE_DEG_PCNT","TECH_DEG_PCNT","STEM_DEG_PCNT","STEM_DEG_TOTAL","STEM_DEG_WOMEN","COUNT_WNE_MALE0_P6","MN_EARN_WNE_MALE0_P6","UNITID"
-0.636241318978607,0.41543800118158,0.125637580202318,-0.0524383015416994,-0.240052485533404,-0.434980417081499,-1.52576991822764,-1.58766740380262,-1.54744925615467,-0.426593401934341,-0.33806122859545,0.823925669982533,0.231621005694478,-0.0474242346590867,-0.0571321931159864,-0.179523231490403,0.443359653053391,0.794561297164654,1.04540385129295,-0.273540569758987,0.998141179676215,0.443359653053391,-0.057857632560755,0.213711734323101,0.619311864014191,-0.116402838516121,-0.116439018537147,-0.364294611880503,-1.08988048879752,-1.81112659882366
1.10219100997775,0.41543800118158,0.125637580202318,-0.0524383015416994,0.695359873053065,0.293141011196436,0.297812936471988,0.735678165373469,0.464507717976121,0.233005431476584,-0.189872010946408,0.329401143714862,-0.22221704936243,-0.0474242346590867,-0.0571321931159864,0.201378666494365,-0.13340247994277,0.244032755322135,-0.31753163076749,0.837734639323745,0.145995927547456,-0.13340247994277,0.13478880808247,-0.229998708681134,0.140393366847522,0.504321378395233,0.503712156446946,0.391850528335081,0.066728647209489,-1.8095029801301
0.910139626821084,0.41543800118158,0.125637580202318,-0.0524383015416994,-0.0777857464446272,-1.42707336014298,0.915976616031182,0.872345551795591,0.811396851446947,-0.912850562401098,-0.704088596188582,0.553988701495813,0.217098187932657,-0.0474242346590867,-0.0571321931159864,0.483345006561012,0.193716341756545,2.48000879728966,-0.31753163076749,-0.235692971331791,2.21520272601432,0.193716341756545,-0.420768354768324,0.199513000146966,1.05178612405009,0.172144680846824,0.171818883694265,-0.307688552400409,0.0213714261896061,-1.80625574274297
-0.599510180123507,0.41543800118158,0.125637580202318,-0.0524383015416994,-0.161199973767372,0.614306354183079,-1.43304536629376,-1.45100001738049,-1.40869360276634,-0.0754076749305721,-0.742617792777333,0.556148197243706,2.18493999465941,-0.0474242346590867,-0.0571321931159864,0.968129240359809,0.45196804309811,-0.386235039604716,-0.31753163076749,-0.0813146093261236,-0.437263634111256,0.45196804309811,-0.0650518979789668,2.12344148101333,0.0824888634117526,-0.180524509485665,-0.181230932341455,-0.227321924743484,-1.49809547797647,-1.80463212404941
-0.715475632794607,0.41543800118158,0.125637580202318,-0.0524383015416994,3.10238167023502,-0.158910207870378,0.375083396416887,0.599010778951346,0.464507717976121,-0.714745793322049,-0.366217179948767,-0.594863036383668,-0.51267340459885,-0.0474242346590867,-0.0571321931159864,-0.258671677824901,-0.451912911597366,0.455942551190089,-0.31753163076749,3.21366743006258,0.342100528867716,-0.451912911597366,-0.713335148442267,-0.513973392203845,-0.453127793369107,1.41557625913251,1.41542694355043,0.736378766899113,-0.22809328941975,-1.80300850535585
0.812539743577533,0.41543800118158,0.125637580202318,-0.0524383015416994,-0.227279681974609,0.866179174539042,-0.0421770872855692,-0.494328312425636,-0.312523940998529,-0.219483870624426,-0.524779642833242,0.646847018655245,-0.766822715430719,-0.0474242346590867,-0.0571321931159864,0.33494166968383,-0.443304521552647,-0.386235039604716,-0.31753163076749,-0.134102049237739,-0.437263634111256,-0.443304521552647,-0.067449986451704,-0.762451240286217,-0.472429294514363,-0.361321179693604,-0.361722692224885,-0.257372055084769,-0.636308278598696,-1.79976126796873
0.985700826751574,0.41543800118158,0.125637580202318,-0.0524383015416994,1.88544629443429,-0.73414813383618,0.915976616031182,0.80401185858453,0.783645720769281,-0.613442218224808,-0.23284688406463,0.735386344318889,-0.548980449003403,-0.0474242346590867,-0.0571321931159864,-0.199310343074028,-0.245311550524114,1.40189040284807,-0.31753163076749,1.68656663299684,1.21749529558599,-0.245311550524114,-0.103421313542763,-0.549470227644184,0.537883656057641,1.88161520793177,1.88153203775489,0.376476043044191,0.0553893419545183,-1.79813764927516
-0.59268868290756,-2.40489575839275,0.125637580202318,-0.0524383015416994,-0.634445379093758,-1.03991513846045,0.375083396416887,0.462343392529223,0.395129891281956,0.750779259751372,0.47994325282726,1.69852144787951,-0.766822715430719,-0.0474242346590867,-0.0571321931159864,0.522919229728261,1.30419865752527,-0.23877203732547,-0.31753163076749,-0.679157266060975,-0.300799091955405,1.30419865752527,1.23870886836585,-0.762451240286217,0.717025713562051,-0.497827623561756,-0.498579081587046,-0.645927228799986,-0.670326194363608,-1.7965140305816
-0.598460719013361,-2.40489575839275,0.125637580202318,-0.0524383015416994,-0.746272577598313,-1.26979033258445,-4.02933282044237,0.189008619684978,-1.82496056293133,-1.52292320354226,-0.966383511427386,-1.28158268421388,-0.766822715430719,-0.0474242346590867,-0.0571321931159864,-0.807764024270477,-1.01145826450409,-0.386235039604716,-0.31753163076749,-0.779503201364659,-0.437263634111256,-1.01145826450409,-1.66697499776744,-0.762451240286217,-1.71918563411576,-0.655487608368314,-0.655930872254652,-0.633348104471076,-1.84961394088056,-1.79489041188804
-0.330323405371135,-2.40489575839275,0.125637580202318,-0.0524383015416994,-0.638485755729703,-0.692352643995453,-0.289442559109247,-0.767663085269881,-0.576159682436356,-0.665219601052286,-0.464022063597135,1.09818162996504,-0.766822715430719,-0.0474242346590867,-0.0571321931159864,-0.387287903118459,0.8135204249763,-0.386235039604716,-0.31753163076749,-0.673679324183354,-0.437263634111256,0.8135204249763,-0.142590091930804,-0.762451240286217,-0.441064355153322,-0.575170257617804,-0.575271550988064,-0.616575938699196,-0.54559383655893,-1.78839593711379
